beta,sweep,M,absM,M2,E,E2,acceptedFlips,attemptedClusters,acceptedClusters,fixedPairCorr,corr_r1,corr_r2,corr_r3,corr_r4,corr_r5,corr_r6,corr_r7,corr_r8,corr_r9,corr_r10,corr_r50,corr_r75,corr_r100,corr_r125,corr_r150,corr_r175,corr_r200,corr_r225,corr_r250
0.84,11,-0.997504,0.997504,0.995014,-1.99038,3.96163,0,607,313,1,0.995192,0.995032,0.995016,0.995008,0.995016,0.995016,0.995008,0.995016,0.995024,0.995008,0.995008,0.995016,0.995016,0.995024,0.995024,0.995016,0.995016,0.995008,0.995008
0.84,12,0.997128,0.997128,0.994264,-1.98896,3.95596,0,639,321,1,0.99448,0.994272,0.994256,0.994264,0.994272,0.994264,0.994272,0.99428,0.994272,0.994264,0.994256,0.994272,0.994264,0.994264,0.99428,0.994264,0.994264,0.994256,0.994256
0.84,13,0.997136,0.997136,0.99428,-1.98898,3.95603,0,692,362,1,0.994488,0.994272,0.99428,0.994296,0.994272,0.99428,0.99428,0.994312,0.994296,0.994288,0.994272,0.994272,0.994272,0.994288,0.994288,0.994296,0.994272,0.994304,0.994272
0.84,14,-0.997056,0.997056,0.994121,-1.98853,3.95424,0,714,365,1,0.994264,0.99412,0.994144,0.99412,0.99412,0.994112,0.994112,0.994136,0.994128,0.99412,0.99412,0.994112,0.994136,0.994112,0.994112,0.994136,0.994112,0.994144,0.994112
0.84,15,0.997176,0.997176,0.99436,-1.98906,3.95634,0,680,341,1,0.994528,0.99436,0.994376,0.994368,0.99436,0.994352,0.994352,0.994376,0.99436,0.994352,0.994376,0.99436,0.994352,0.99436,0.994352,0.99436,0.994352,0.994376,0.994352
0.84,16,0.997144,0.997144,0.994296,-1.98914,3.95666,0,637,304,1,0.994568,0.994296,0.994296,0.994288,0.994296,0.994296,0.994288,0.994288,0.994296,0.994296,0.994304,0.994304,0.994288,0.994288,0.994288,0.994296,0.994296,0.994296,0.994288
0.84,17,0.997,0.997,0.994009,-1.98861,3.95456,0,663,346,1,0.994304,0.994016,0.994008,0.994,0.994016,0.994008,0.994008,0.994008,0.994016,0.994,0.994008,0.994008,0.994008,0.994008,0.994008,0.994008,0.994016,0.994,0.994016
0.84,18,-0.997336,0.997336,0.994679,-1.98994,3.95985,0,653,317,1,0.994968,0.994688,0.994672,0.994672,0.994672,0.994672,0.99468,0.994688,0.99468,0.994672,0.994672,0.994672,0.994696,0.99468,0.994672,0.99468,0.994672,0.994672,0.994688
0.84,19,-0.997472,0.997472,0.99495,-1.99034,3.96144,0,594,308,1,0.995168,0.994952,0.994944,0.994952,0.994944,0.994952,0.994944,0.994952,0.994944,0.994952,0.994944,0.994944,0.994952,0.994944,0.994952,0.994944,0.994952,0.994952,0.994944
0.84,20,0.997504,0.997504,0.995014,-1.9903,3.96131,0,634,330,1,0.995152,0.995008,0.995016,0.995008,0.995008,0.995032,0.995008,0.995008,0.995008,0.995008,0.995008,0.995008,0.995008,0.995008,0.995008,0.995016,0.99504,0.995008,0.995008
0.84,21,-0.997336,0.997336,0.994679,-1.98974,3.95908,0,625,310,1,0.994872,0.994704,0.994688,0.994672,0.99468,0.99468,0.99468,0.994672,0.994688,0.99468,0.994672,0.994672,0.994688,0.994672,0.994672,0.99468,0.994688,0.99468,0.994688
0.84,22,0.997288,0.997288,0.994583,-1.98947,3.958,0,643,326,1,0.994736,0.9946,0.994592,0.994576,0.994576,0.994576,0.994584,0.994576,0.994576,0.994584,0.994576,0.994592,0.994584,0.994584,0.994584,0.994584,0.994576,0.994584,0.994592
0.84,23,-0.997288,0.997288,0.994583,-1.9895,3.95813,0,646,344,1,0.994752,0.9946,0.994592,0.994576,0.994576,0.994576,0.994584,0.994576,0.994584,0.994584,0.994576,0.994584,0.994584,0.994576,0.994576,0.994576,0.994592,0.994576,0.994592
0.84,24,-0.99732,0.99732,0.994647,-1.98966,3.95876,0,640,316,1,0.994832,0.994656,0.994656,0.99464,0.99464,0.99464,0.99464,0.99464,0.994648,0.994656,0.994648,0.994648,0.994648,0.994656,0.994672,0.99464,0.994648,0.99464,0.99464
0.84,25,-0.99728,0.99728,0.994567,-1.98958,3.95844,0,619,299,1,0.994792,0.994568,0.994576,0.99456,0.994568,0.99456,0.99456,0.99456,0.994576,0.994568,0.994576,0.99456,0.994568,0.994584,0.994576,0.99456,0.994568,0.99456,0.99456
0.84,26,0.99748,0.99748,0.994966,-1.99024,3.96106,0,631,336,1,0.99512,0.99496,0.99496,0.994968,0.99496,0.99496,0.99496,0.994976,0.994976,0.994976,0.99496,0.99496,0.99496,0.994968,0.99496,0.994968,0.994968,0.994968,0.994976
0.84,27,0.997264,0.997264,0.994535,-1.98933,3.95743,0,624,307,1,0.994664,0.994528,0.994528,0.994552,0.994536,0.994536,0.994536,0.994536,0.994528,0.994544,0.994528,0.994552,0.994528,0.994536,0.994544,0.994544,0.994536,0.994544,0.99456
0.84,28,0.997336,0.997336,0.994679,-1.9897,3.95889,0,645,317,1,0.994848,0.994672,0.994672,0.994696,0.994672,0.99468,0.99468,0.994688,0.994672,0.99468,0.994672,0.994688,0.994688,0.99468,0.99468,0.99468,0.99468,0.99468,0.994672
0.84,29,0.997232,0.997232,0.994472,-1.98942,3.95781,0,653,329,1,0.994712,0.994464,0.994464,0.994472,0.994464,0.994472,0.994464,0.994464,0.994472,0.994472,0.994464,0.994464,0.994472,0.994464,0.99448,0.994464,0.994472,0.994464,0.994512
0.84,30,0.997056,0.997056,0.994121,-1.98882,3.95539,0,638,316,1,0.994408,0.994136,0.994112,0.994128,0.994112,0.994112,0.994112,0.99412,0.994112,0.99412,0.994112,0.99412,0.994128,0.994128,0.994136,0.99412,0.994112,0.99412,0.994112
0.84,31,0.99708,0.99708,0.994169,-1.98886,3.95558,0,661,336,1,0.994432,0.994192,0.99416,0.994168,0.99416,0.994184,0.994168,0.994168,0.99416,0.99416,0.994176,0.99416,0.99416,0.994168,0.994168,0.99416,0.994168,0.994176,0.99416
0.84,32,-0.99724,0.99724,0.994488,-1.98931,3.95736,0,665,314,1,0.994656,0.994496,0.99448,0.994488,0.994488,0.994488,0.99448,0.994488,0.994488,0.99448,0.99448,0.99448,0.994488,0.99448,0.994488,0.994488,0.994496,0.994504,0.99448
0.84,33,-0.997168,0.997168,0.994344,-1.98914,3.95666,0,660,307,1,0.994568,0.994344,0.994336,0.994344,0.994336,0.994344,0.994352,0.994336,0.994336,0.994344,0.994336,0.994336,0.994336,0.994352,0.994336,0.994352,0.994336,0.994336,0.994352
0.84,34,-0.997184,0.997184,0.994376,-1.98918,3.95685,0,652,328,1,0.994592,0.994392,0.994376,0.994376,0.994376,0.994368,0.994376,0.994376,0.994368,0.994376,0.994376,0.994376,0.994376,0.994392,0.994376,0.994392,0.994368,0.994368,0.994384
0.84,35,0.997408,0.997408,0.994823,-1.99014,3.96067,0,656,321,1,0.995072,0.994848,0.994816,0.994824,0.994824,0.994824,0.99484,0.994832,0.994824,0.994824,0.994832,0.994824,0.994824,0.994816,0.994816,0.994816,0.994816,0.994832,0.994816
0.84,36,-0.997184,0.997184,0.994376,-1.98926,3.95717,0,644,314,1,0.994632,0.9944,0.994368,0.994376,0.994376,0.994368,0.994384,0.994384,0.994384,0.994384,0.994384,0.994384,0.994376,0.994368,0.994376,0.994368,0.994376,0.994384,0.994368
0.84,37,0.997208,0.997208,0.994424,-1.98934,3.95749,0,673,340,1,0.994672,0.99444,0.994432,0.994432,0.994424,0.994424,0.994432,0.994424,0.994416,0.994424,0.994432,0.99444,0.99444,0.994424,0.994424,0.994424,0.994432,0.99444,0.994432
0.84,38,0.997272,0.997272,0.994551,-1.98955,3.95832,0,666,336,1,0.994776,0.99456,0.994544,0.99456,0.994544,0.994544,0.99456,0.994544,0.994552,0.994544,0.994552,0.994544,0.994544,0.994552,0.994552,0.994544,0.994552,0.994544,0.99456
0.84,39,0.99716,0.99716,0.994328,-1.9891,3.95653,0,645,333,1,0.994552,0.994336,0.994328,0.99432,0.99432,0.99432,0.994328,0.99432,0.99432,0.994328,0.994328,0.99432,0.994328,0.994328,0.994328,0.994328,0.994328,0.994328,0.99432
0.84,40,-0.997024,0.997024,0.994057,-1.98864,3.95469,0,665,343,1,0.99432,0.994056,0.994064,0.994056,0.994056,0.994064,0.994064,0.994064,0.994056,0.994072,0.994056,0.994056,0.994048,0.994064,0.994064,0.994064,0.994048,0.994064,0.994048
0.84,41,0.997224,0.997224,0.994456,-1.98934,3.95749,0,657,316,1,0.994672,0.994456,0.994448,0.994448,0.994464,0.994448,0.994456,0.994448,0.994456,0.994448,0.994448,0.994448,0.994448,0.994464,0.994456,0.994448,0.994448,0.994456,0.994448
0.84,42,-0.997232,0.997232,0.994472,-1.98952,3.95819,0,644,346,1,0.99476,0.99448,0.994464,0.994464,0.99448,0.994464,0.99448,0.994472,0.99448,0.99448,0.994464,0.994464,0.994472,0.994472,0.994464,0.994472,0.994464,0.994472,0.994464
0.84,43,0.997136,0.997136,0.99428,-1.98904,3.95628,0,654,333,1,0.99452,0.99428,0.994288,0.994272,0.99428,0.994272,0.99428,0.994272,0.994272,0.99428,0.994272,0.994272,0.994272,0.994288,0.994272,0.99428,0.994288,0.99428,0.994272
0.84,44,-0.997304,0.997304,0.994615,-1.98968,3.95883,0,639,337,1,0.99484,0.994608,0.99464,0.994624,0.994616,0.994608,0.994608,0.994616,0.994616,0.994608,0.994616,0.994624,0.994608,0.994616,0.994608,0.994608,0.994608,0.994608,0.994608
0.84,45,-0.997256,0.997256,0.99452,-1.98952,3.95819,0,609,322,1,0.99476,0.99452,0.994512,0.99452,0.994512,0.994512,0.994512,0.99452,0.994512,0.994512,0.994512,0.99452,0.99452,0.994528,0.99452,0.99452,0.994512,0.994512,0.994512
0.84,46,-0.99736,0.99736,0.994727,-1.9899,3.95972,0,635,285,1,0.994952,0.994736,0.99472,0.994736,0.99472,0.994728,0.994728,0.994728,0.99472,0.99472,0.99472,0.99472,0.994728,0.994736,0.99472,0.99472,0.994728,0.994728,0.99472
0.84,47,-0.997472,0.997472,0.99495,-1.99034,3.96144,0,627,293,1,0.995168,0.99496,0.994944,0.994952,0.99496,0.994944,0.994944,0.99496,0.994944,0.994944,0.994952,0.994944,0.994952,0.994944,0.994944,0.994952,0.994944,0.99496,0.994944
0.84,48,-0.9974,0.9974,0.994807,-1.99008,3.96042,0,620,295,1,0.99504,0.994808,0.9948,0.9948,0.9948,0.994824,0.994816,0.994808,0.9948,0.994824,0.994808,0.9948,0.9948,0.9948,0.9948,0.994808,0.9948,0.994824,0.9948
0.84,49,0.997056,0.997056,0.994121,-1.98883,3.95545,0,654,319,1,0.994416,0.994128,0.994128,0.99412,0.994128,0.994128,0.99412,0.994136,0.994112,0.994128,0.99412,0.99412,0.99412,0.994144,0.994128,0.994112,0.994112,0.994136,0.994112
0.84,50,-0.996968,0.996968,0.993945,-1.98864,3.95469,0,636,338,1,0.99432,0.993984,0.993968,0.993944,0.99396,0.99396,0.993936,0.993944,0.993944,0.993952,0.993936,0.993952,0.993944,0.993968,0.993936,0.993936,0.993944,0.993968,0.993936
0.84,51,0.996824,0.996824,0.993658,-1.9879,3.95176,0,690,333,1,0.993952,0.993664,0.993664,0.993656,0.99368,0.99368,0.993648,0.993672,0.993656,0.993656,0.993664,0.993688,0.993656,0.993648,0.993664,0.993648,0.993664,0.993672,0.993648
0.84,52,0.99676,0.99676,0.99353,-1.98763,3.95068,0,708,352,1,0.993816,0.993544,0.993528,0.993544,0.993544,0.99356,0.99352,0.993536,0.993536,0.993528,0.993528,0.993528,0.993536,0.99352,0.993528,0.99352,0.99352,0.993544,0.99352
0.84,53,0.996952,0.996952,0.993913,-1.98826,3.95316,0,704,363,1,0.994128,0.993912,0.993912,0.993904,0.993904,0.993912,0.99392,0.993904,0.993904,0.99392,0.993912,0.993912,0.99392,0.993912,0.993904,0.993912,0.993904,0.99392,0.99392
0.84,54,-0.996808,0.996808,0.993626,-1.98773,3.95106,0,717,338,1,0.993864,0.993648,0.993616,0.993616,0.993624,0.993648,0.993624,0.993624,0.993632,0.993624,0.993624,0.993616,0.993616,0.993624,0.993616,0.993616,0.993616,0.993616,0.993616
0.84,55,-0.996872,0.996872,0.993754,-1.98792,3.95183,0,736,379,1,0.99396,0.993752,0.993744,0.993752,0.993744,0.993744,0.99376,0.993744,0.993752,0.993768,0.99376,0.993752,0.993752,0.993744,0.993744,0.993752,0.993752,0.993744,0.993744
0.84,56,-0.997288,0.997288,0.994583,-1.98944,3.95787,0,676,322,1,0.99472,0.994576,0.994576,0.994576,0.994584,0.994584,0.994584,0.994576,0.994576,0.994576,0.994576,0.994584,0.994592,0.994576,0.994584,0.994592,0.994576,0.994584,0.994576
0.84,57,0.99732,0.99732,0.994647,-1.9897,3.95889,0,652,325,1,0.994848,0.99464,0.994664,0.99464,0.994648,0.994656,0.99464,0.994648,0.99464,0.994648,0.994648,0.99464,0.994648,0.994656,0.994648,0.994648,0.99464,0.99464,0.99464
0.84,58,-0.997248,0.997248,0.994504,-1.98933,3.95743,0,666,327,1,0.994664,0.994512,0.99452,0.994504,0.994528,0.994496,0.994504,0.994496,0.994504,0.994504,0.994496,0.994496,0.994512,0.994504,0.994504,0.994504,0.994496,0.994504,0.994496
0.84,59,0.997264,0.997264,0.994535,-1.98947,3.958,0,639,308,1,0.994736,0.994536,0.994536,0.994536,0.994552,0.994528,0.994536,0.994544,0.994544,0.994544,0.994536,0.994528,0.994544,0.994528,0.994536,0.994536,0.994528,0.994528,0.994528
0.84,60,-0.99728,0.99728,0.994567,-1.98952,3.95819,0,651,348,1,0.99476,0.99456,0.994568,0.994568,0.994576,0.994576,0.99456,0.994576,0.994584,0.994568,0.99456,0.994576,0.994568,0.99456,0.99456,0.994584,0.994568,0.994568,0.99456
0.84,61,0.997216,0.997216,0.99444,-1.9893,3.9573,0,649,331,1,0.994648,0.994432,0.99444,0.994448,0.994456,0.99444,0.994432,0.994448,0.99444,0.99444,0.99444,0.994432,0.994432,0.994448,0.994432,0.994432,0.994432,0.994432,0.994432
0.84,62,-0.997136,0.997136,0.99428,-1.98896,3.95596,0,668,355,1,0.99448,0.99428,0.994296,0.99428,0.994296,0.99428,0.99428,0.99428,0.99428,0.99428,0.994288,0.99428,0.994288,0.99428,0.994272,0.994272,0.99428,0.994288,0.994272
0.84,63,0.997096,0.997096,0.9942,-1.98882,3.95539,0,673,334,1,0.994408,0.994216,0.994208,0.994192,0.9942,0.9942,0.994216,0.9942,0.994192,0.9942,0.994192,0.994216,0.994192,0.994192,0.9942,0.994208,0.9942,0.9942,0.994192
0.84,64,0.996968,0.996968,0.993945,-1.98827,3.95323,0,677,333,1,0.994136,0.99396,0.99396,0.993952,0.993952,0.993936,0.993936,0.993944,0.993944,0.993952,0.993936,0.993952,0.993936,0.993944,0.993952,0.993952,0.993936,0.993944,0.993952
0.84,65,0.99704,0.99704,0.994089,-1.98854,3.95431,0,692,347,1,0.994272,0.994096,0.994088,0.99408,0.994088,0.994088,0.994096,0.994104,0.99408,0.994088,0.994104,0.994088,0.99408,0.994096,0.994088,0.99408,0.99408,0.99408,0.994096
0.84,66,-0.99664,0.99664,0.993291,-1.98722,3.94903,0,725,355,1,0.993608,0.993312,0.993296,0.993288,0.993296,0.99328,0.993288,0.993288,0.993288,0.993296,0.99328,0.993296,0.99328,0.993288,0.993304,0.993288,0.993288,0.993304,0.993312
0.84,67,-0.996816,0.996816,0.993642,-1.98787,3.95164,0,735,372,1,0.993936,0.993648,0.993648,0.993648,0.99364,0.99364,0.99364,0.993656,0.993648,0.99364,0.993632,0.993632,0.99364,0.993656,0.99364,0.99364,0.993656,0.99364,0.993632
0.84,68,-0.997056,0.997056,0.994121,-1.98883,3.95545,0,661,340,1,0.994416,0.994128,0.994112,0.994112,0.994128,0.994128,0.994136,0.994136,0.994128,0.99412,0.994112,0.994112,0.994112,0.99412,0.994112,0.994128,0.99412,0.994136,0.994128
0.84,69,0.997064,0.997064,0.994137,-1.98883,3.95545,0,671,345,1,0.994416,0.994152,0.994136,0.994144,0.994152,0.994136,0.994144,0.994136,0.994136,0.994128,0.994128,0.994128,0.994144,0.994144,0.994136,0.994136,0.994136,0.994136,0.994128
0.84,70,0.997104,0.997104,0.994216,-1.98894,3.9559,0,663,336,1,0.994472,0.994208,0.994208,0.994208,0.994216,0.994208,0.994208,0.994208,0.994224,0.994208,0.994208,0.994224,0.994208,0.994216,0.994208,0.994208,0.994224,0.994224,0.994208
0.84,71,-0.997152,0.997152,0.994312,-1.98922,3.95698,0,664,343,1,0.994608,0.99432,0.994304,0.994304,0.994312,0.994304,0.994304,0.994304,0.994304,0.994304,0.994304,0.99432,0.994304,0.994312,0.994304,0.99432,0.994312,0.994312,0.99432
0.84,72,0.997176,0.997176,0.99436,-1.9892,3.95692,0,649,323,1,0.9946,0.994368,0.99436,0.994352,0.99436,0.994352,0.994352,0.994352,0.994368,0.99436,0.994352,0.994368,0.99436,0.994352,0.994352,0.994352,0.99436,0.99436,0.994352
0.84,73,0.997248,0.997248,0.994504,-1.98946,3.95794,0,648,324,1,0.994728,0.994512,0.994512,0.994504,0.994504,0.99452,0.994512,0.994512,0.994512,0.994504,0.994512,0.99452,0.994512,0.994504,0.994504,0.994504,0.994504,0.994496,0.994496
0.84,74,0.997392,0.997392,0.994791,-1.9899,3.95972,0,641,330,1,0.994952,0.9948,0.994792,0.994792,0.994784,0.994808,0.994792,0.994792,0.994784,0.994784,0.994784,0.994808,0.994784,0.994808,0.994784,0.994792,0.994792,0.994784,0.9948
0.84,75,0.997208,0.997208,0.994424,-1.9892,3.95692,0,632,312,1,0.9946,0.994432,0.994424,0.994416,0.994416,0.994416,0.994424,0.994416,0.994416,0.994416,0.99444,0.994448,0.994424,0.99444,0.994424,0.994424,0.994424,0.994416,0.994416
0.84,76,-0.99708,0.99708,0.994169,-1.98886,3.95558,0,673,313,1,0.994432,0.994184,0.994168,0.994168,0.99416,0.994168,0.994168,0.994168,0.994168,0.994176,0.99416,0.994176,0.99416,0.994168,0.994176,0.994176,0.994168,0.99416,0.99416
0.84,77,0.996944,0.996944,0.993897,-1.9884,3.95373,0,691,340,1,0.9942,0.993936,0.99392,0.99392,0.993896,0.993888,0.993896,0.993888,0.993896,0.993928,0.993896,0.993888,0.993888,0.993896,0.993888,0.993896,0.993888,0.993888,0.993904
0.84,78,-0.997208,0.997208,0.994424,-1.98933,3.95743,0,643,318,-1,0.994664,0.99444,0.994432,0.994432,0.994432,0.994416,0.994416,0.994424,0.994416,0.994424,0.99444,0.994424,0.994416,0.994424,0.994416,0.994424,0.994416,0.994416,0.994416
0.84,79,0.996936,0.996936,0.993881,-1.98832,3.95342,0,664,353,1,0.99416,0.993912,0.99388,0.99388,0.993888,0.99388,0.993872,0.993872,0.993896,0.993888,0.993888,0.993872,0.993888,0.993888,0.99388,0.993872,0.99388,0.993872,0.993872
0.84,80,0.9974,0.9974,0.994807,-1.98998,3.96004,0,660,336,1,0.994992,0.994816,0.994816,0.994808,0.9948,0.994808,0.9948,0.994808,0.9948,0.9948,0.9948,0.9948,0.9948,0.994816,0.994808,0.9948,0.994808,0.994816,0.9948
0.84,81,0.997272,0.997272,0.994551,-1.98944,3.95787,0,642,306,1,0.99472,0.994568,0.994552,0.994544,0.994544,0.994552,0.994544,0.99456,0.99456,0.994552,0.994544,0.994544,0.994544,0.994552,0.994544,0.994568,0.99456,0.994552,0.994544
0.84,82,0.997128,0.997128,0.994264,-1.98893,3.95583,0,638,303,1,0.994464,0.994264,0.994256,0.994264,0.994272,0.994256,0.994256,0.99428,0.994264,0.994264,0.994264,0.994264,0.994256,0.994256,0.994272,0.994256,0.99428,0.994264,0.994256
0.84,83,-0.996872,0.996872,0.993754,-1.98797,3.95202,0,702,353,1,0.993984,0.99376,0.993752,0.993744,0.99376,0.993752,0.993744,0.993752,0.993744,0.993752,0.993744,0.993752,0.993768,0.993744,0.99376,0.993752,0.993768,0.993752,0.99376
0.84,84,0.997112,0.997112,0.994232,-1.9889,3.95571,0,697,340,1,0.994448,0.994232,0.99424,0.994232,0.994224,0.994232,0.994224,0.994224,0.994224,0.994232,0.99424,0.994224,0.994224,0.994224,0.994232,0.994232,0.99424,0.99424,0.994224
0.84,85,-0.997,0.997,0.994009,-1.98848,3.95405,0,692,339,1,0.99424,0.994024,0.994016,0.994,0.994,0.994008,0.994008,0.994008,0.994,0.994,0.994008,0.994,0.994,0.994008,0.994008,0.994016,0.994024,0.994016,0.994
0.84,86,0.99708,0.99708,0.994169,-1.98882,3.95539,0,677,319,1,0.994408,0.994184,0.994176,0.99416,0.994168,0.99416,0.994168,0.994168,0.994168,0.99416,0.994168,0.99416,0.99416,0.99416,0.99416,0.994168,0.994184,0.99416,0.99416
0.84,87,0.996984,0.996984,0.993977,-1.98853,3.95424,0,649,342,1,0.994264,0.993984,0.993976,0.993968,0.993968,0.993968,0.993976,0.993976,0.994,0.993968,0.993976,0.993976,0.993984,0.993976,0.993976,0.993984,0.993976,0.993992,0.993968
0.84,88,-0.997072,0.997072,0.994153,-1.98886,3.95558,0,666,358,1,0.994432,0.99416,0.994152,0.994152,0.994152,0.994152,0.99416,0.99416,0.994144,0.994152,0.99416,0.994144,0.994144,0.994144,0.99416,0.994152,0.994144,0.994152,0.994144
0.84,89,0.997176,0.997176,0.99436,-1.98922,3.95698,0,660,354,1,0.994608,0.994376,0.99436,0.994352,0.994352,0.99436,0.994392,0.994352,0.994352,0.99436,0.994368,0.994352,0.994352,0.994352,0.994376,0.994352,0.994352,0.99436,0.994352
0.84,90,-0.997224,0.997224,0.994456,-1.98931,3.95736,0,669,326,1,0.994656,0.994472,0.994448,0.994456,0.994448,0.994448,0.994464,0.994448,0.994456,0.994472,0.994456,0.994456,0.994456,0.994448,0.994456,0.994448,0.994448,0.994448,0.994448
0.84,91,-0.99724,0.99724,0.994488,-1.98941,3.95774,0,658,332,1,0.994704,0.994504,0.99448,0.994496,0.994488,0.99448,0.994496,0.99448,0.99448,0.994488,0.994496,0.994488,0.99448,0.99448,0.994496,0.994488,0.99448,0.99448,0.99448
0.84,92,-0.99736,0.99736,0.994727,-1.98982,3.9594,0,629,311,1,0.994912,0.994728,0.994728,0.994728,0.994728,0.994728,0.994728,0.99472,0.99472,0.99472,0.994736,0.994728,0.994728,0.994728,0.994736,0.994736,0.994736,0.99472,0.99472
0.84,93,-0.997568,0.997568,0.995142,-1.99059,3.96246,0,605,279,1,0.995296,0.99516,0.995136,0.995136,0.995144,0.995144,0.995144,0.995144,0.995144,0.995136,0.995136,0.995144,0.995136,0.995136,0.995152,0.995144,0.995136,0.995136,0.995152
0.84,94,0.997264,0.997264,0.994535,-1.98952,3.95819,0,623,315,1,0.99476,0.994552,0.994528,0.994528,0.994528,0.994536,0.994536,0.994536,0.994536,0.994536,0.994528,0.994544,0.994536,0.994528,0.994536,0.994536,0.994528,0.994528,0.994544
0.84,95,0.99744,0.99744,0.994887,-1.99024,3.96106,0,634,302,1,0.99512,0.994896,0.99488,0.99488,0.994904,0.994888,0.99488,0.99488,0.99488,0.994888,0.99488,0.99488,0.994904,0.99488,0.99488,0.99488,0.99488,0.994888,0.994912
0.84,96,0.997256,0.997256,0.99452,-1.9897,3.95889,0,632,312,1,0.994848,0.994544,0.994512,0.994512,0.99452,0.994528,0.994512,0.994512,0.994512,0.99452,0.994512,0.99452,0.994512,0.99452,0.99452,0.99452,0.994512,0.99452,0.994528
0.84,97,-0.997176,0.997176,0.99436,-1.98946,3.95794,0,650,314,1,0.994728,0.9944,0.994352,0.994352,0.99436,0.994368,0.99436,0.99436,0.994368,0.994368,0.994352,0.99436,0.99436,0.99436,0.99436,0.99436,0.994352,0.994352,0.994352
0.84,98,0.997312,0.997312,0.994631,-1.98973,3.95902,0,629,296,1,0.994864,0.99464,0.994632,0.994632,0.994624,0.994624,0.994632,0.994632,0.994632,0.994632,0.994648,0.99464,0.994632,0.994632,0.994624,0.994632,0.994624,0.994648,0.994624
0.84,99,0.997368,0.997368,0.994743,-1.98986,3.95953,0,660,312,1,0.994928,0.994736,0.994752,0.994752,0.994736,0.994736,0.99476,0.994744,0.994736,0.994752,0.994744,0.994744,0.994736,0.994736,0.994744,0.994744,0.994744,0.994744,0.994736
0.84,100,-0.997336,0.997336,0.994679,-1.98971,3.95895,0,623,306,1,0.994856,0.994672,0.994688,0.994688,0.994672,0.994696,0.994704,0.99468,0.99468,0.99468,0.99468,0.99468,0.994672,0.99468,0.994672,0.994672,0.994672,0.994672,0.994672
0.84,101,-0.99736,0.99736,0.994727,-1.98974,3.95908,0,627,320,1,0.994872,0.994744,0.994728,0.99472,0.99472,0.994728,0.99472,0.994744,0.994736,0.994728,0.994728,0.994728,0.994728,0.99472,0.99472,0.994728,0.99472,0.99472,0.99472
0.84,102,0.997416,0.997416,0.994839,-1.99014,3.96067,0,648,333,1,0.995072,0.994856,0.99484,0.99484,0.994848,0.994856,0.99484,0.994832,0.99484,0.994832,0.99484,0.994832,0.994832,0.994832,0.994832,0.99484,0.99484,0.99484,0.994832
0.84,103,-0.997208,0.997208,0.994424,-1.98938,3.95762,0,596,299,1,0.994688,0.99444,0.994432,0.99444,0.99444,0.994416,0.994416,0.994416,0.994416,0.994416,0.994424,0.994432,0.994416,0.994424,0.994416,0.994432,0.994432,0.994432,0.994432
0.84,104,0.997336,0.997336,0.994679,-1.98974,3.95908,0,640,319,1,0.994872,0.99468,0.994672,0.994672,0.994672,0.994672,0.99468,0.994672,0.994672,0.99468,0.994672,0.99468,0.994672,0.994672,0.99468,0.99468,0.994672,0.994672,0.994672
0.84,105,0.997136,0.997136,0.99428,-1.98907,3.95641,0,658,336,1,0.994536,0.994288,0.99428,0.994288,0.994296,0.99428,0.994296,0.99428,0.994272,0.99428,0.994272,0.99428,0.994272,0.994272,0.994288,0.994272,0.99428,0.994272,0.994304
0.84,106,-0.996984,0.996984,0.993977,-1.98859,3.9545,0,689,334,1,0.994296,0.993992,0.993984,0.993984,0.994008,0.993976,0.993992,0.993976,0.993976,0.993976,0.993968,0.993976,0.993968,0.993992,0.993976,0.993968,0.993968,0.993976,0.993968
0.84,107,-0.997016,0.997016,0.994041,-1.98851,3.95418,0,696,342,1,0.994256,0.994048,0.99404,0.994032,0.994064,0.994032,0.99404,0.994048,0.994032,0.99404,0.99404,0.994032,0.994048,0.994048,0.994032,0.994032,0.994032,0.994032,0.994032
0.84,108,-0.996984,0.996984,0.993977,-1.98853,3.95424,0,677,361,1,0.994264,0.994,0.993976,0.993976,0.993976,0.993968,0.993976,0.993976,0.993968,0.993968,0.993992,0.993984,0.994,0.993968,0.993976,0.993968,0.993968,0.993976,0.993968
0.84,109,-0.99728,0.99728,0.994567,-1.98949,3.95806,0,666,343,1,0.994744,0.994584,0.9946,0.99456,0.99456,0.994568,0.994576,0.99456,0.994576,0.99456,0.994576,0.994568,0.994568,0.99456,0.994568,0.99456,0.994568,0.99456,0.99456
0.84,110,-0.997432,0.997432,0.994871,-1.99003,3.96023,0,637,314,1,0.995016,0.994872,0.994888,0.994864,0.994864,0.994864,0.994872,0.994864,0.994872,0.994872,0.994872,0.994864,0.994904,0.994864,0.994864,0.994864,0.994864,0.994864,0.994864
0.84,111,0.997384,0.997384,0.994775,-1.98981,3.95934,0,643,314,1,0.994904,0.994768,0.994776,0.994768,0.994768,0.994768,0.994768,0.994784,0.994768,0.994768,0.994784,0.994776,0.994776,0.994768,0.994776,0.994776,0.994768,0.994768,0.994768
0.84,112,-0.997376,0.997376,0.994759,-1.98978,3.95921,0,663,338,1,0.994888,0.994752,0.994752,0.994752,0.99476,0.994752,0.994768,0.994776,0.994752,0.994752,0.99476,0.99476,0.994768,0.994752,0.99476,0.994776,0.994752,0.994752,0.994752
